# ML Zoomcamp 2026 full distrust audit; active occurrence rows are final state.
# Contact sheets: all nine module sheets reviewed; native/lesson-size spot checks included.
# Status is explicit per occurrence: final active rows PASS; pre-fix action rows FAIL with disposition.
record	status	disposition	module	lesson	line	reference	alt_or_label	source_type	dimensions	crispness	overlays	fidelity	context_before	context_after	note	remote_check
active	PASS	KEEP	01-intro	10-summary.md	35	images/10-summary-04-supervised-g-x-y-imagegen-pilot.png	In supervised learning, g(X) approximates the target y	conceptual imagegen	1672x941	PASS	none	PASS	Our model, g, extracts patterns from data. Then, for data for which we don't know the answer - this is our feature matrix, capital X - we apply the model and get something that is as close as possible to the target.	## CRISP-DM and the bigger picture		
active	PASS	KEEP	01-intro	10-summary.md	41	images/10-summary-05-crisp-dm-bigger-picture-imagegen-pilot.png	The CRISP-DM diagram: modeling is only one step of the whole process	conceptual imagegen	1254x1254	PASS	none	PASS	We also talked about the bigger picture: this g from X to y is only a part of the entire process. In addition to modeling there are many other steps: business understanding, where we need to understand the problem; understanding the data sources; preparing the data - because X needs to be prepared in the right form so we can actually put it into a model; and, of course, the deployment step - without it even the best model is not useful. Machine learning is just a part of the entire process.	## Model Selection		
active	PASS	KEEP	01-intro	10-summary.md	47	images/10-summary-06-model-selection-split-imagegen-pilot.png	Model selection: splitting the dataset into train, validation and test parts	conceptual imagegen	1672x941	PASS	none	PASS	Then we talked in more detail about the modeling step and the process of selecting the best model. We take the entire dataset and split it into three parts. We use one part - the validation dataset - for finding the best model, and another part - the test dataset - to make sure we don't accidentally pick a model that got good results just by chance.	## Setting up the Environment		
active	PASS	KEEP	02-regression	01-car-price-intro.md	17	images/01-car-price-intro-01-select-best-price-crisp.png	How can we help our user select the best price	original screenshot	1008x672	PASS	none	PASS	the user describes the car, and our model suggests the best price.	## The dataset		
active	PASS	KEEP	02-regression	01-car-price-intro.md	26	images/01-car-price-intro-02-kaggle-dataset-crisp.png	Car Features and MSRP dataset on Kaggle	original screenshot	1078x492	PASS	none	PASS	properties.	The data explorer on Kaggle shows what is inside. Every row is one car, and		
active	PASS	KEEP	02-regression	01-car-price-intro.md	31	images/01-car-price-intro-03-kaggle-data-explorer-crisp.png	Kaggle data explorer showing the car dataset columns	original screenshot	1152x566	PASS	none	PASS	every column is one characteristic of that car.	One column is especially interesting for us: MSRP. It stands for		
active	PASS	KEEP	02-regression	01-car-price-intro.md	39	images/01-car-price-intro-04-msrp-column-crisp.png	The MSRP column contains the price of each car	original screenshot	1152x566	PASS	none	PASS	this price.	## The project plan		
active	PASS	KEEP	02-regression	01-car-price-intro.md	59	images/01-car-price-intro-05-project-plan-crisp.png	Project plan slide	original screenshot	970x634	PASS	none	PASS	- Finally, use the model.	## Where the code lives		
active	PASS	KEEP	02-regression	01-car-price-intro.md	68	images/01-car-price-intro-06-github-repo-crisp.png	The mlbookcamp-code repository with chapter-02-car-price	original screenshot	1060x566	PASS	none	PASS	chapter-02-car-price folder.	The folder has two files. The first one is the notebook with all the code —	source-faithful repository listing retained	
active	PASS	KEEP	02-regression	01-car-price-intro.md	76	images/01-car-price-intro-07-chapter-files-crisp.png	The notebook and the data file in chapter-02-car-price	original screenshot	1092x136	PASS	none	PASS	[notebook.ipynb](notebook.ipynb).	Next, we take the CSV file and do a bit of data preparation — that is the		
active	PASS	KEEP	02-regression	02-data-preparation.md	28	images/02-data-preparation-01-download-data-crisp.png	Downloading data.csv with wget	original screenshot	1154x612	PASS	none	PASS	data.csv locally.	## Loading the data		
active	PASS	KEEP	02-regression	02-data-preparation.md	48	images/02-data-preparation-02-read-csv-crisp.png	read_csv and df.head() show the first five rows	original screenshot	1154x580	PASS	none	PASS	```	We see the manufacturer of the car, the model, the year and a lot of other		
active	PASS	KEEP	02-regression	02-data-preparation.md	102	images/02-data-preparation-03-lowercase-columns-crisp.png	Lowercasing column names and replacing spaces	original screenshot	1154x290	PASS	none	PASS	Now the column names are uniform: all lowercase, no spaces. Cleaner.	## Finding the string columns		
active	PASS	KEEP	02-regression	02-data-preparation.md	117	images/02-data-preparation-04-dtypes-crisp.png	df.dtypes shows the type of every column	original screenshot	1154x560	PASS	none	PASS	```	The type we are interested in is object — in pandas, that is how strings are		
active	PASS	KEEP	02-regression	02-data-preparation.md	151	images/02-data-preparation-05-string-columns-crisp.png	Selecting the columns of type object	original screenshot	1154x380	PASS	none	PASS	```	![The list of column names that contain strings](images/02-data-preparation-06-strings-list-crisp.png)		
active	PASS	KEEP	02-regression	02-data-preparation.md	153	images/02-data-preparation-06-strings-list-crisp.png	The list of column names that contain strings	original screenshot	1154x460	PASS	none	PASS	![Selecting the columns of type object](images/02-data-preparation-05-string-columns-crisp.png)	## Normalizing the string values		
active	PASS	KEEP	02-regression	02-data-preparation.md	173	images/02-data-preparation-07-normalize-values-crisp.png	The normalized string values	original screenshot	1154x392	PASS	none	PASS	```	The dataset is prepared, and in the next lesson we take a closer look at it		
active	PASS	KEEP	02-regression	03-eda.md	56	images/03-eda-01-explore-columns-crisp.png	The loop that prints unique values and their counts for every column	original screenshot	1154x612	PASS	none	PASS	```	Walking through the output: make is the manufacturer of a car — BMW, Audi,		
active	PASS	KEEP	02-regression	03-eda.md	90	images/03-eda-02-import-plotting-libraries-crisp.png	Importing matplotlib and seaborn	original screenshot	1154x272	PASS	none	PASS	```	We want to see the distribution of prices — how many cars cost what. A		
active	PASS	KEEP	02-regression	03-eda.md	101	images/03-eda-03-long-tail-distribution-crisp.png	The histogram of prices has a long tail	original screenshot	1154x510	PASS	none	PASS	```	The 1e6 on the x axis is scientific notation: 10 to the power of 6, that is,		
active	PASS	KEEP	02-regression	03-eda.md	122	images/03-eda-04-zoom-below-100k-crisp.png	Zooming in on prices below 100,000	original screenshot	1154x430	PASS	none	PASS	```	This is the left part of the previous histogram, and it is much easier to		
active	PASS	KEEP	02-regression	03-eda.md	148	images/03-eda-05-log-zero-problem-crisp.png	log(0) fails with a divide-by-zero warning	original screenshot	1154x232	PASS	none	PASS	infinity and prints a warning:	In our case prices are always 1,000 or more, so this can't happen. Still,		
active	PASS	KEEP	02-regression	03-eda.md	176	images/03-eda-06-log1p-normal-distribution-crisp.png	After the log transformation the tail is gone	original screenshot	1154x520	PASS	none	PASS	```	The tail is gone. All the large prices collapsed into a small area on the		
active	PASS	KEEP	02-regression	03-eda.md	226	images/03-eda-07-missing-values-crisp.png	Counting missing values per column	original screenshot	1154x560	PASS	none	PASS	```	For quite a few cars we don't know the fuel type, the market category, the		
active	PASS	KEEP	02-regression	04-validation-framework.md	25	images/04-validation-framework-01-train-val-test-split-crisp.png	The dataset split into train, validation and test, each with its own X and y	original screenshot	1610x977	PASS	none	PASS	variable y:	This is what we implement now with pandas.		
active	PASS	KEEP	02-regression	04-validation-framework.md	59	images/04-validation-framework-02-split-sizes-crisp.png	Calculating the sizes of the three parts	original screenshot	1154x418	PASS	none	PASS	```	## Taking a part of the dataframe with iloc		
active	PASS	KEEP	02-regression	04-validation-framework.md	89	images/04-validation-framework-03-sequential-split-crisp.png	A sequential split puts all the BMWs and Porsches into validation	original screenshot	1154x612	PASS	none	PASS	all:	We see that there is some order in this dataset, and we need to break it. In		
active	PASS	KEEP	02-regression	04-validation-framework.md	102	images/04-validation-framework-04-shuffle-numbers-crisp.png	Take numbers 0 to n-1 and shuffle them, then use them as row indices	original screenshot	1010x506	PASS	none	PASS	validation, the next 20% for test, and the rest for train:	To generate the sequence of numbers we use `np.arange` from NumPy, and to		
